id,title,category,target_audience,hook_type,duration,cta_offer,created_at
"SC-MU750EVP-33","Har Deewar Ka Pukka Vishwas: Rajasthan-Engineered Coatings Ke Saath","Homeowner Film","Families","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T15:52:45.332Z"
"SC-MU751SON-21","Why Respecting Applicators Builds a Lifelong Brand: Swatch Certified Painter Community","Painters Club","Master Painters","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T15:53:48.820Z"
"SC-MU7535OX-79","30-Day Buyback Guarantee: Zero Risk New Product Launch","Dealer Counter","Retail Paint Dealers","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T15:54:52.285Z"
"SC-MU754INH-67","Cash Discount Magic: How 2% in 7 Days Boosts Dealer ROCE","Dealer Counter","Paint Stockists","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T15:55:56.347Z"
"SC-MU755W31-94","The Unboxing of Swatch Rustic: Finding the Sealed ₹50 Cash Token and Instant Scanning","Painters Club","Professional Painters","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T15:57:00.628Z"
"SC-MU7579O9-54","5 Saal Ka Stone Armor: Repaint Scam Ka Saamna","Homeowner Film","Homeowners Building Houses","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T15:58:04.300Z"
"SC-MU758MSV-53","Monsoon Mold Magic: Anti-Fungal Chemistry in 60 Seconds","Science of Paints","Homeowners & Builders","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T15:59:08.022Z"
"SC-MU759ZZ1-37","The Unboxing of Swatch Rustic: Find the Sealed ₹50 Cash Token & Scan It","Painters Club","Professional Painters","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T16:00:11.908Z"
"SC-MU75BD9H-11","Notched Trowel vs Flat Float: Perfect Rustic Uniformity","Painters Club","Thekedaars & Contractors","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T16:01:16.352Z"
"SC-MU75CQZT-50","5 Saal Ka Stone Armor: Repainting Scam Kyun Banta Hai?","Homeowner Film","Homeowners Building Houses","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T16:02:20.213Z"
"SC-MU75E4A4-58","The True Cost of Space: Bulk Bags vs Heavy Machines","Dealer Counter","Hardware Retailers","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T16:03:24.060Z"
"SC-MU75FHJD-92","Monsoon Magic: How Your Paint Fights Fungus","Science of Paints","Homeowners & Builders","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T16:04:27.857Z"
"SC-MU75GURA-41","Why Respecting Applicators Builds a Lifelong Brand: Swatch Certified Painter Community","Painters Club","Master Painters","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T16:05:31.535Z"
"SC-MU75I7W7-43","How Sunlight Breathes Life into Graded Quartz Textures","Architect Spec","Architects & Interior Designers","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T16:06:34.897Z"
"SC-MU75JKS7-26","High-Build Texture: 2 Labour Days Saved vs Multi-Coat Putty Sanding","Painters Club","Contractors & Applicators","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T16:07:38.730Z"
"SC-MU75KY18-67","High-Build Texture vs Multi-Coat Putty: 2 Days Saved","Painters Club","Contractors & Applicators","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T16:08:42.257Z"
"SC-MU75MB1Z-25","Respect Karein To Brand Bar Rakh Jayega","Painters Club","Master Painters","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T16:09:46.078Z"
"SC-MU75NOAP-37","30-Day Buyback Guarantee: Zero Risk New Product Launch","Dealer Counter","Retail Paint Dealers","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T16:10:49.861Z"
"SC-MU75P1IK-29","Har Deewar Ka Pukka Vishwas: Rajasthan-Engineered Coatings Film","Homeowner Film","Families","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T16:11:53.773Z"
"SC-MU75QEU4-69","5 Saal Ka Stone Armor: Repaint Scam Kyun Banta Hai?","Homeowner Film","Homeowners Building Houses","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T16:12:57.772Z"
"SC-MU75RS7M-48","30-Day Buyback Guarantee: Zero Risk New Product Launch","Dealer Counter","Retail Paint Dealers","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T16:14:00.917Z"
"SC-MU75T4Y4-86","Pre-Monsoon Wall Check: 3 Signs Your Texture Needs Guard","Homeowner Film","Villa & House Owners","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T16:15:04.353Z"
"SC-MU75UHVO-63","The True Cost of Space: Bulk Bags vs Heavy Machines","Dealer Counter","Hardware Retailers","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T16:16:08.006Z"
"SC-MU75VUZZ-57","Cash Discount Magic: How 2% in 7 Days Boosts Dealer ROCE","Dealer Counter","Paint Stockists","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T16:17:12.132Z"
"SC-MU75X8HM-63","Monsoon Magic: How Your Paint Fights Fungus","Science of Paints","Homeowners & Builders","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T16:18:15.868Z"
"SC-MU75YLNK-76","Water-Based vs Solvent Paints: Odor, VOCs, Health & Flame Safety","Science of Paints","Homeowners","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T16:19:19.775Z"
"SC-MU75ZYZ5-32","Why Respecting Applicators Builds a Lifelong Brand: Swatch Certified Painter Community","Painters Club","Master Painters","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T16:20:24.181Z"
"SC-MU761CO0-46","Pre-Monsoon Wall Check: 3 Signs Your Texture Needs Guard","Homeowner Film","Villa & House Owners","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T16:21:27.853Z"
"SC-MU762PT1-51","Cash Discount Ka Power: Dealer ROCE Rocket Science","Dealer Counter","Paint Stockists","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T16:22:31.669Z"
"SC-MU76431E-94","5 Saal Ka Stone Armor: Repainting Scam Kyun Banta Hai?","Homeowner Film","Homeowners Building Houses","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T16:23:36.020Z"
"SC-MU765GOU-48","The True Cost of Space: Bulk Bags vs Heavy Machines","Dealer Counter","Hardware Retailers","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T16:24:39.844Z"
"SC-MU766TXO-85","PVC Chejda Samajhne Wala Video: Primer, Emulsion, Texture Ki Sachchi Bat","Science of Paints","Painters & Contractors","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T16:25:44.020Z"
"SC-MU7687GB-90","Ready-to-Use Bags: Dealer Cash Flow Safety Net","Dealer Counter","Hardware & Paint Shop Owners","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T16:26:47.681Z"
"SC-MU769KKR-62","30-Day Buyback Guarantee: Zero Risk New Product Launch","Dealer Counter","Retail Paint Dealers","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T16:27:51.083Z"
"SC-MU76AXHO-54","The Unboxing of Swatch Rustic: Finding the Sealed ₹50 Cash Token and Instant Scanning","Painters Club","Professional Painters","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T16:28:54.881Z"
"SC-MU76CAQ8-44","The True Cost of Space: Bulk Bags vs Heavy Machines","Dealer Counter","Hardware Retailers","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T16:30:00.027Z"
"SC-MU76DOZL-87","5 Saal Ka Stone Armor: Repaint Scam Kyun Banta Hai?","Homeowner Film","Homeowners Building Houses","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T16:31:04.546Z"
"SC-MU76F2S5-24","High-Build Texture: 2 Labour Days Saved vs Multi-Coat Putty Sanding","Painters Club","Contractors & Applicators","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T16:32:08.673Z"
"SC-MU76GG9P-28","Why Walls Sweat Salt & How Smart Polymers Stop It","Science of Paints","Homeowners & Painters","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T16:33:13.283Z"
"SC-MU76HU3V-72","Water-Based vs Solvent Paints: Odor, VOCs, Health & Flame Safety","Science of Paints","Homeowners","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T16:34:16.677Z"
"SC-MU76J718-59","Monsoon Magic: How Your Paint Fights Fungus","Science of Paints","Homeowners & Builders","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T16:35:20.431Z"
"SC-MU76KK7Q-59","Crack-Bridging Science: How High-Elongation Acrylic Polymers Stretch Over Structural Micro-Cracks","Science of Paints","Builders & Architects","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T16:36:24.595Z"
"SC-MU76LXPX-70","Ready-to-Use Bags: Dealer Cash Flow Safety Net","Dealer Counter","Hardware & Paint Shop Owners","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T16:37:28.679Z"
"SC-MU76NB64-55","Notched Trowel vs Flat Float: Perfect Rustic Uniformity","Painters Club","Thekedaars & Contractors","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T16:38:32.902Z"
"SC-MU76OOQB-73","Cash Discount Magic: How 2% in 7 Days Boosts Dealer ROCE","Dealer Counter","Paint Stockists","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T16:39:37.192Z"
"SC-MU76Q2C0-96","PVC Chejdet Kya Hota Hai: Primer, Emulsion, Texture Ki Sachchi Bat","Science of Paints","Painters & Contractors","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T16:40:41.225Z"
"SC-MU76RFQO-66","The True Cost of Space: Bulk Bags vs Heavy Machines","Dealer Counter","Hardware Retailers","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T16:41:45.771Z"
"SC-MU76STJU-82","5 Saal Ka Stone Armor: Repaint Scam Kyon Chhodo?","Homeowner Film","Homeowners Building Houses","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T16:42:50.353Z"
"SC-MU76U7DJ-90","30-Day Buyback Guarantee: Zero Risk New Product Launch","Dealer Counter","Retail Paint Dealers","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T16:43:54.160Z"
"SC-MU76VKM8-92","Monsoon Mold Magic: Paint Chemistry That Keeps Walls Fresh 5 Years","Science of Paints","Homeowners & Builders","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T16:44:58.392Z"
"SC-MU76WY6J-56","Ready-To-Use Bags: Dealer Cash Flow Safety Net","Dealer Counter","Hardware & Paint Shop Owners","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T16:46:01.931Z"
"SC-MU76YB75-76","Har Deewar Ka Pukka Vishwas: Rajasthan-Engineered Coatingin Kee Quality","Homeowner Film","Families","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T16:47:05.903Z"
"SC-MU76ZOK8-15","Pre-Monsoon Wall Check: 3 Signs Your Texture Needs Guard","Homeowner Film","Villa & House Owners","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T16:48:10.229Z"
"SC-MU771273-14","High-Build Texture vs Multi-Coat Putty: 2 Days Saved Visual Proof","Painters Club","Contractors & Applicators","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T16:49:13.941Z"
"SC-MU772FCR-54","30-Day Buyback Guarantee: Zero Risk New Product Launch","Dealer Counter","Retail Paint Dealers","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T16:50:17.270Z"
"SC-MU773S7X-31","Ready-to-Use Bags: Dealer Cash Flow Safety Net","Dealer Counter","Hardware & Paint Shop Owners","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T16:51:20.873Z"
"SC-MU7755AZ-66","Light on Stone: How Quartz Texture Plays with Sunlight on Facades","Architect Spec","Architects & Interior Designers","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T16:52:24.319Z"
"SC-MU776I9J-53","Crack-Bridging Science: How High-Elongation Acrylic Polymers Stretch Over Structural Micro-Cracks","Science of Paints","Builders & Architects","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T16:53:27.887Z"
"SC-MU777VAX-68","Pre-Monsoon Wall Check: 3 Signs Your Texture Needs Guard","Homeowner Film","Villa & House Owners","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T16:54:31.346Z"
"SC-MU77989I-11","5 Saal Ka Stone Armor: Repaint Scam Kyun Banta Hai?","Homeowner Film","Homeowners Building Houses","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T16:55:36.686Z"
"SC-MU77AMOG-45","The Unboxing of Swatch Rustic: Finding the Sealed ₹50 Cash Token and Instant Scanning","Painters Club","Professional Painters","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T16:56:40.476Z"
"SC-MU77BZWQ-77","Why Walls Sweat & How Smart Polymers Stop It","Science of Paints","Homeowners & Painters","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T16:57:44.310Z"
"SC-MU77DD5Q-78","Aesthetic Light Shadows: How Natural Graded Quartz Texture Plays with Sunlight on Facades","Architect Spec","Architects & Interior Designers","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T16:58:48.144Z"
"SC-MU77EQF2-53","Ready-to-Use Bags: Dealer Cash Flow Safety Net","Dealer Counter","Hardware & Paint Shop Owners","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T16:59:51.260Z"
"SC-MU77G34B-98","5 Saal Ka Stone Armor: Repaint Scam Kyon Banta Hai?","Homeowner Film","Homeowners Building Houses","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T17:00:55.236Z"
"SC-MU77HGH3-40","Pre-Monsoon Wall Check: 3 Signs Your Texture Needs Guard","Homeowner Film","Villa & House Owners","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T17:01:59.203Z"
"SC-MU77ITTZ-31","The Unboxing of Swatch Rustic: Finding the Sealed ₹50 Cash Token and Instant Scanning","Painters Club","Professional Painters","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T17:03:02.765Z"
"SC-MU77K6VN-67","30-Day Buyback Guarantee: Zero Risk New Product Launch","Dealer Counter","Retail Paint Dealers","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T17:04:06.953Z"
"SC-MU77LKEI-37","5 Saal Strong Stone Armor: Repainting Scam Kyon Banta Hai?","Homeowner Film","Homeowners Building Houses","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T17:05:10.474Z"
"SC-MU77MXFF-53","The Unboxing of Swatch Rustic: Finding the Sealed ₹50 Cash Token and Instant Scanning","Painters Club","Professional Painters","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T17:06:14.437Z"
"SC-MU77OARZ-15","30-Day Buyback Guarantee: Zero Risk For Dealers","Dealer Counter","Retail Paint Dealers","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T17:07:17.787Z"
"SC-MU77PNNN-11","Pre-Monsoon Wall Check: 3 Signs Your Texture Needs Guard","Homeowner Film","Villa & House Owners","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T17:08:21.260Z"
"SC-MU77R0N1-83","Why Respecting Applicators Builds a Lifelong Brand","Painters Club","Master Painters","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T17:09:24.778Z"
"SC-MU77SDN7-43","5 Saal Ka Stone Armor: Repaint Scam Ka Saamna","Homeowner Film","Homeowners Building Houses","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T17:10:29.110Z"
"SC-MU77TR9X-57","5 Saal Ki Taqat, 2 Saal Ka Naaqaam","Homeowner Film","Homeowners Building Houses","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T17:11:33.258Z"
"SC-MU77V4S4-52","Ready Bags, Healthy Cashflow: Turn Dead Stock Into Daily Sales","Dealer Counter","Hardware & Paint Shop Owners","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T17:12:37.435Z"
"SC-MU77WIAV-47","Har Deewar Ka Pukka Vishwas: Rajasthan-Engineered Coating Ki Sachchi Kahani","Homeowner Film","Families","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T17:13:41.419Z"
"SC-MU77XVOB-10","Why Walls Sweat & How Polymers Lock It In","Science of Paints","Homeowners & Painters","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T17:14:45.415Z"
"SC-MU77Z91K-79","Water-Based vs Solvent Paints: Odor, VOCs, Health & Flame Safety","Science of Paints","Homeowners","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T17:15:49.255Z"
"SC-MU780MBA-55","Crack-Bridging Science: How High-Elongation Acrylic Polymers Stretch Over Structural Micro-Cracks","Science of Paints","Builders & Architects","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T17:16:53.278Z"
"SC-MU781ZPH-31","PVC Chejdet Kya Hota Hai: Primer, Emulsion, Texture Ki Sachchi Baat","Science of Paints","Painters & Contractors","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T17:17:57.253Z"
"SC-MU783D2W-39","The True Cost of Space: Bulk Bags vs Heavy Machines","Dealer Counter","Hardware Retailers","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T17:19:01.000Z"
"SC-MU784Q9P-89","Ready-to-Use Bags: Dealer Cash Flow Safety Net","Dealer Counter","Hardware & Paint Shop Owners","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T17:20:04.608Z"
"SC-MU7863C2-93","Aesthetic Light Shadows: How Natural Graded Quartz Texture Plays with Sunlight on Facades","Architect Spec","Architects & Interior Designers","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T17:21:08.292Z"
"SC-MU787GH9-87","PVC Chejdet Kya Hota Hai: Primer, Emulsion, Texture Ki Sachchi Bat","Science of Paints","Painters & Contractors","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T17:22:12.883Z"
"SC-MU788UBQ-38","Crack-Bridging Science: How High-Elongation Acrylic Polymers Stretch Over Structural Micro-Cracks","Science of Paints","Builders & Architects","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T17:23:16.780Z"
"SC-MU78A7M4-43","The Unboxing of Swatch Rustic: Finding the Sealed ₹50 Cash Token and Instant Scanning","Painters Club","Professional Painters","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T17:24:20.709Z"
"SC-MU78BKY4-39","Notched Trowel vs Flat Float: Perfect Rustic Uniformity","Painters Club","Thekedaars & Contractors","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T17:25:24.388Z"
"SC-MU78CY3F-65","30-Day Buyback Guarantee — Zero Risk Launch","Dealer Counter","Retail Paint Dealers","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T17:26:28.043Z"
"SC-MU78EB75-85","Pre-Monsoon Wall Check: 3 Signs Your Texture Needs Care","Homeowner Film","Villa & House Owners","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T17:27:31.836Z"
"SC-MU78FOFA-53","Why Respecting Applicators Builds a Lifelong Brand: Swatch Certified Painter Community","Painters Club","Master Painters","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T17:28:35.968Z"
"SC-MU78H1WQ-94","5 Saal Ka Stone Armor: Repainting Scam Kyon Banta Hai?","Homeowner Film","Homeowners Building Houses","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T17:29:40.631Z"
"SC-MU78IFSU-34","Ready-to-Use Bags: Dealer Cash Flow Safety Net","Dealer Counter","Hardware & Paint Shop Owners","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T17:30:44.300Z"
"SC-MU78JSXJ-44","Water-Based vs Solvent Paints: Odor, VOCs, Health & Flame Safety","Science of Paints","Homeowners","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T17:31:48.345Z"
"SC-MU78L6CC-52","5 Saal Ka Stone Armor: Repaint Scam Kyun Banta Hai?","Homeowner Film","Homeowners Building Houses","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T17:32:52.752Z"
"SC-MU78MK1M-84","Water-Based vs Solvent Paints: Odor, VOCs, Health & Flame Safety","Science of Paints","Homeowners","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T17:33:56.612Z"
"SC-MU78NXBK-12","Why Respecting Applicators Builds a Lifelong Brand: Swatch Certified Painter Community","Painters Club","Master Painters","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T17:35:00.441Z"
"SC-MU78PAKF-32","High-Build Texture: 2 Labour Days Saved vs Multi-Coat Putty Sanding","Painters Club","Contractors & Applicators","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T17:36:04.287Z"
"SC-MU78QNTU-14","Water-Based vs Solvent Paints: Odor, VOCs, Health & Flame Safety","Science of Paints","Homeowners","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T17:37:08.670Z"
"SC-MU78S1I6-44","Cash Discount Math: 2% in 7 Days Kaise Dealer ROCE Badhaye","Dealer Counter","Paint Stockists","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T17:38:12.367Z"
"SC-MU78TEO2-90","Pre-Monsoon Wall Check: 3 Signs Your Texture Needs Guard","Homeowner Film","Villa & House Owners","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T17:39:15.800Z"
"SC-MU78URMD-87","Water-Based vs Solvent Paints: Odor, VOCs, Health & Flame Safety","Science of Paints","Homeowners","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T17:40:19.379Z"
"SC-MU78W4OA-44","The Unboxing of Swatch Rustic: Finding the Sealed ₹50 Cash Token and Instant Scanning","Painters Club","Professional Painters","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T17:41:23.237Z"
"SC-MU78XHXJ-96","30-Day Buyback Guarantee: Zero Risk New Product Launch","Dealer Counter","Retail Paint Dealers","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T17:42:26.846Z"
"SC-MU78YV0F-87","Respect Kamzor Haath, Banega Swatch Legend","Painters Club","Master Painters","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T17:43:30.358Z"
"SC-MU79080T-17","PVC Chej Ke Saath Paint Ki Quality Seedhe Raaste","Science of Paints","Painters & Contractors","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T17:44:34.140Z"
"SC-MU791L8H-19","Why Respecting Applicators Builds a Lifelong Brand: Swatch Certified Painter Community","Painters Club","Master Painters","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T17:45:37.629Z"
"SC-MU792Y85-84","Why Walls Sweat & How Smart Polymers Stop It","Science of Paints","Homeowners & Painters","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T17:46:42.197Z"
"SC-MU794C1S-36","Notched Trowel vs Flat Float: Perfect Rustic Uniformity","Painters Club","Thekedaars & Contractors","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T17:47:45.659Z"
"SC-MU795P0J-91","The True Cost of Space: Bulk Bags vs Heavy Machines","Dealer Counter","Hardware Retailers","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T17:48:49.395Z"
"SC-MU79726T-56","The True Cost of Space: Bulk Bags vs Heavy Machines","Dealer Counter","Hardware Retailers","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T17:49:53.671Z"
"SC-MU798FSD-53","Crack-Bridging Science: How High-Elongation Acrylic Polymers Stretch Over Structural Micro-Cracks","Science of Paints","Builders & Architects","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T17:50:57.163Z"
"SC-MU799SS9-62","Ready-To-Use Bags: Dealer Cash Flow Safety Net","Dealer Counter","Hardware & Paint Shop Owners","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T17:52:00.845Z"
"SC-MU79B5WU-78","Har Deewar Ka Pukka Vishwas: Rajasthan-Engineered Coating Ki Sachchi Kahaani","Homeowner Film","Families","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T17:53:05.379Z"
"SC-MU79CJQ1-58","Pre-Monsoon Wall Check: 3 Signs Your Texture Needs Guard","Homeowner Film","Villa & House Owners","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T17:54:09.100Z"
"SC-MU79DWVJ-67","Why Respecting Applicators Builds a Lifelong Brand: Swatch Certified Painter Community","Painters Club","Master Painters","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T17:55:12.735Z"
"SC-MU79F9Z3-58","Ready-To-Use Bags: Lock Cash Flow, Not Stock","Dealer Counter","Hardware & Paint Shop Owners","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T17:56:16.481Z"
"SC-MU79GN6B-21","5 Saal Ka Stone Armor: Repaint Scam Kyon Banta Hai?","Homeowner Film","Homeowners Building Houses","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T17:57:20.406Z"
"SC-MU79I0I3-53","Ready-to-Use Bags: Dealer Cash Flow Safety Net","Dealer Counter","Hardware & Paint Shop Owners","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T17:58:24.104Z"
"SC-MU79JDMX-84","Pre-Monsoon Wall Check: 3 Signs Your Texture Needs Guard","Homeowner Film","Villa & House Owners","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T17:59:27.768Z"
"SC-MU79KQRG-52","Ready-to-Use Bags: Dealer Cash Flow Safety Net","Dealer Counter","Hardware & Paint Shop Owners","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T18:00:32.377Z"
"SC-MU79M4M2-96","Pre-Monsoon Wall Check: 3 Signs Your Texture Needs Guard","Homeowner Film","Villa & House Owners","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T18:01:36.271Z"
"SC-MU79NHWX-35","Monsoon Magic: How Anti-Fungal Chemistry Keeps Walls Fresh","Science of Paints","Homeowners & Builders","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T18:02:39.933Z"
"SC-MU79OV1E-87","Crack-Bridging Science: How High-Elongation Acrylic Polymers Stretch Over Structural Micro-Cracks","Science of Paints","Builders & Architects","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T18:03:43.667Z"
